#,Title,Summary,Price,Proposal Questions,Job URL,Client Location
96,AI Agent Developer for Real Estate,"Commercial real estate business looking to hire an experienced AI developer to design and implement Claude-powered agents. Will build: Lead generation agent (identify/qualify prospective tenants, buyers, investors) and Social media marketing agent (draft/schedule property listings, market insights). Budget $1,000-$5,000.",Hourly: $19.00-$40.00,"How would you design a lead generation agent that qualifies CRE prospects based on criteria like property type interest, budget, and timeline — and what tools would it need access to?",https://www.upwork.com/jobs/~022039056371840442267,United States
97,AI Voice Agent Automation,Home Services company looking to deploy a high-performance AI Voice Agent to handle inbound leads and outbound follow-ups using Retail AI (2026 Edition) and GoHighLevel CRM. Every call interaction including complex objections and scheduling should be captured and synchronized within CRM.,Fixed: $450.00,,https://www.upwork.com/jobs/~022049206798435546887,United States
98,AI Engineering Consultant,"BRYCER needs a consultant to design and build an internal AI agent that reviews incoming reports for completeness, validates required data fields, and confirms correct classification. Target: 4-week prototype scaling to processing 180,000 reports per month at 98% accuracy within six months.",Hourly: $19.00-$40.00,,https://www.upwork.com/jobs/~022052502069386318478,USA
99,Enterprise agent development,"Client will communicate what needs to be developed in detail. Looking for an agent developer with experience in app development, web development, Python, AI/ML, n8n, AI agent development.",Not listed,,https://www.upwork.com/jobs/~022048967516940728071,United States
100,AI Agent Developer,"LinkinLegal (legal tech company) looking for an AI Agent, MCP, and LLM Agent Developer responsible for designing, building, integrating, and deploying intelligent AI-powered agents for legal research, contract drafting, document review, compliance checking, due diligence, and workflow automation.",Not listed,,https://www.upwork.com/jobs/~022045970382382063694,United Arab Emirates
101,After hours voice ai agent,"Build an after-hours inbound AI voice agent for a UK-based healthcare clinic using Retell AI, ElevenLabs, Twilio, OpenAI/GPT, n8n, Cliniko API, and GoHighLevel. Handles new and existing patient flows including appointment scheduling, rescheduling, and cancellations.","$1,700.00 Fixed-price",,https://www.upwork.com/jobs/After-hours-voice-span-class-highlight-span-span-class-highlight-agent-span_~022050074197629207932/,AUS (Sunshine Coast)
102,AI Voice Agent for Real Estate Appointments,Seeking a skilled freelancer to develop an AI voice agent for booking real estate appointments. The project involves creating a voice assistant that can interact with clients to schedule viewings and manage bookings efficiently.,$19.00 - $20.00/hr,,https://www.upwork.com/jobs/span-class-highlight-span-Voice-span-class-highlight-Agent-span-for-Real-Estate-Appointments_~022045179099300388942/,Nigeria (Akure)
103,Senior AI Agent / Workflow Engineer,"A stealth-stage startup is looking for an experienced engineer to build a stateful, agentic workflow on top of modern LLM frameworks and to deliver a polished demo experience end-to-end. Involves multi-step AI workflows, Supervisor/Orchestrator implementation, and integration with collaboration platforms.",$70.00 - $85.00/hr,,https://www.upwork.com/jobs/Senior-span-class-highlight-span-span-class-highlight-Agent-span-Workflow-Engineer_~022041949896703591685/,United States (South Windsor)
104,Outbound Prospector AI Lead Generation Agent Development,Seeking an experienced developer to build three Outbound Prospector AI lead generating agents with strong background in AI development and lead generation techniques.,Not listed,Describe your recent experience with similar projects; Please list any certifications related to this project,https://www.upwork.com/jobs/Outbound-Prospector-span-class-highlight-span-Lead-Generation-span-class-highlight-Agent-span-Development_~022051812399679666284/,USA (Los Angeles)
105,Agentic AI Chatbot Developer (OpenAI / Supabase),Building an AI-driven platform called ProfitOS for entrepreneurs and creators. The chatbot will act like an AI business partner/CEO with an agentic system architecture (Think → Decide → Act → Respond loop) using OpenAI/Anthropic tool calling.,$150.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-Agentic-span-span-class-highlight-span-Chatbot-Developer-Open-span-class-highlight-span-Supabase_~022044518483306766537/,Turkey (Ataşehir / İstanbul)
106,AI Agent Developer,"Looking for an AI Agent, MCP & LLM Agent Developer for LinkinLegal to design, build, integrate and deploy intelligent AI-powered agents for legal research, contract drafting, document review, compliance checking, and workflow automation.",Not listed,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Developer_~022045970382382063694/,United Arab Emirates
107,Full-Time CLAUDE Code Expert for AI Agents,"Seeking a full-time CLAUDE Code expert to develop AI agents using n8n and other applications. Responsibilities include designing, implementing, and optimizing AI agent systems to enhance business processes.",Not listed,Describe your recent experience with similar projects,https://www.upwork.com/jobs/Full-Time-CLAUDE-Code-Expert-for-span-class-highlight-span-span-class-highlight-Agents-span_~022050435949309248711/,United States (Beverly Hills)
108,AI Engineer: Agent for Scientific Literature Analysis (Academic Research),"Yale University research group seeking an AI engineer to develop an agent-based system for large-scale scientific literature analysis. System should automatically retrieve, organize, and enable querying of research articles.",Not listed,,https://www.upwork.com/jobs/span-class-highlight-span-Engineer-span-class-highlight-Agent-span-for-Scientific-Literature-Analysis-Academic-Research_~022051084418774197204/,United States
109,AI Leasing Assistant Development,"Real estate property manager looking to build an automated AI leasing system that handles inbound leads from Zillow.com/Realtor.com, responds via email and SMS, and answers phone calls using an AI voice agent.",$100.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-span-Leasing-Assistant-Development_~022042828096278287657/,United States (College Station)
110,AI Agent Integration for Real Estate,Looking for someone who has an AI agent for real estate agents/companies already created and is willing to merge it into the client's business. Project involves integrating AI solutions into existing systems.,$100.00 Fixed-price,"Do you already have an agent created that you can present to me?; Can your agent help with social media posting, email management, calendar management?",https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Integration-for-Real-Estate_~022051035733317458792/,United States (Oak Park)
111,Looking for an Expert AI Agent Architect — Full Autonomous Business System openclaw/hermes ai,"Building a fully autonomous AI-powered business operating system with self-spawning departments, company-level agents, department-level agents, content creation automation, skill management system, mission control board, and security guardrails.",$500.00 Fixed-price,,https://www.upwork.com/jobs/Looking-for-Expert-span-class-highlight-span-span-class-highlight-Agent-span-Architect-Full-Autonomous-Business-System-openclaw-hermes-span-class-highlight-span_~022046023466239969705/,Norway (Oslo)
112,AI Agent Development for Outbound Booking Confirmations,"Seeking an experienced developer to create AI-driven digital, text, and voice agents that will streamline outbound booking confirmation processes including natural language processing and integration with existing booking systems.",$200.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Development-for-Outbound-Booking-Confirmations_~022050024548124138344/,USA (Miami)
113,Build Fin AI Style AI Customer Service Agent,"Build an AI agent similar to Intercom's Fin AI using Vapi Cloud + n8n Cloud + Chatwoot Cloud stack. Natural conversation, real-time order lookup, multi-step procedures, 65-80% autonomous resolution target, and integration with ClickBank, Shopify, and Sticky.io.","$2,500.00 Fixed-price",,https://www.upwork.com/jobs/Build-Fin-span-class-highlight-span-Style-span-class-highlight-span-Customer-Service-span-class-highlight-Agent-span_~022043062023215675467/,United States (Norfolk)
114,AI Agent Developer for Real Estate,Commercial real estate business looking for an experienced AI developer to build Claude-powered agents: a lead generation agent and a social media marketing agent. Requires Anthropic Claude API experience and agentic workflows.,$19.00 - $40.00/hr,"How would you design a lead generation agent that qualifies CRE prospects based on criteria like property type interest, budget, and timeline — and what tools would it need access to?",https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Developer-for-Real-Estate_~022039056371840442267/,United States (Aventura)
115,"AI Agent Developer (LLMs, Automation, Multi-Agent Systems)","Seeking a talented AI Agent Developer to build intelligent, autonomous systems powered by large language models using Python and frameworks like LangChain, AutoGen, or CrewAI to develop scalable AI agents for automating complex workflows.",$19.00 - $40.00/hr,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Developer-LLMs-Automation-Multi-span-class-highlight-Agent-span-Systems_~022049620654537867968/,United States (California)
116,Artificial Intelligence Specialist for Real Estate & Manufacturing Innovation,"Seeking a highly motivated AI Specialist to lead the development and execution of an AI roadmap across real estate and manufacturing operations, identifying opportunities for automation, operational efficiency, lead generation, customer service enhancement, and AI-driven decision making.",$5.00 - $10.00/hr,,https://www.upwork.com/jobs/span-class-highlight-Artificial-span-span-class-highlight-Intelligence-span-Specialist-for-Real-Estate-amp-Manufacturing-Innovation_~022052383924012355169/,United States (Jamison)
117,Agentic AI developer,Looking for an experienced Agentic AI developer to build an intelligent system that can autonomously interact across platforms like Discord and other social media channels with multi-step reasoning and autonomous actions.,$13.00 - $30.00/hr,,https://www.upwork.com/jobs/span-class-highlight-Agentic-span-span-class-highlight-span-developer_~022051512427448624083/,USA (Frisco)
118,AI agent to scan the web for prices,Help build an AI Agent to search the web and scrape data from competitor websites to get prices of specific products. Bot to continually scrape for specific product names and check competitor prices and product updates.,$20.00 - $30.00/hr,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-agent-span-scan-the-web-for-prices_~022050554193215014087/,Denmark
119,Customized Retell AI Agent,Looking for someone to build an AI Agent for an Advertising Agency using Retell and GoHighLevel CRM. Client has already cloned their voice using ElevenLabs with landing pages on Hostinger.,Not listed,,https://www.upwork.com/jobs/Customized-Retell-span-class-highlight-span-span-class-highlight-Agent-span_~022046236405157317585/,United States
120,Ai Booking Agent,"Seeking a skilled AI Engineer to design, develop, and deploy an intelligent AI Booking Agent. Multi-phase project: AI Foundation & Knowledge Setup, System Integration & Workflow Development, Advanced AI Capabilities (multilingual, voice, payment), Multi-Channel Expansion, and Optimization.",$15.00 - $23.00/hr,Describe your recent experience with similar projects,https://www.upwork.com/jobs/span-class-highlight-span-Booking-span-class-highlight-Agent-span_~022044699393610446429/,Malta
121,AI SMS Agent Trainer (Prompt Optimization),"Run cold SMS outreach campaigns for e-commerce store owners using an AI agent to handle conversations and book appointments. Need to sharpen the AI agent's performance by studying successful conversations, analyzing weaknesses, and rewriting/testing prompts.",$20.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-span-SMS-span-class-highlight-Agent-span-Trainer-Prompt-Optimization_~022052850890737928463/,Hong Kong (Kwun Tong)
122,AI Agent Developer Needed,"Seeking a skilled AI Agent Developer to create and implement intelligent agents for a cutting-edge project. Will work closely with the team to design, integrate, and optimize AI functionalities.",$50.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Developer-Needed_~022052037325434643411/,United States Virgin Islands (Charlotte Amalie)
123,"Ai receptionist, Ai agent developer",Need someone to implement an AI receptionist into partner companies by changing the agent script and implementing the agent into other companies' systems.,Not listed,,https://www.upwork.com/jobs/span-class-highlight-span-receptionist-span-class-highlight-span-span-class-highlight-agent-span-developer_~022023118253431364444/,United States
124,AI Agent Trainer / Maintainer,"Ongoing role (10-15 hrs/week) to review AI agent conversations, identify where they fall short, update prompts and training data to close gaps, and flag patterns back to the team. Not an engineering role - focus on making agents smarter through improved prompts and knowledge.",Not listed,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Trainer-Maintainer_~022045096165419398866/,United Kingdom
125,AI Agent Chatbot Development with Voiceflow,"Seeking an experienced developer to create an AI agent chatbot using Voiceflow. Will design and implement a conversational interface that effectively engages users. Includes prototyping, testing, and refining the chatbot.",$50.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Chatbot-Development-with-Voiceflow_~022042651931921194986/,United States (Cheyenne)
126,Looking for agentic ai developer,Looking for Agentic AI developer with experience in Python and Google ADK (Agent Development Kit). A plus if you know ag-ui and a2ui.,$25.00 Fixed-price,,https://www.upwork.com/jobs/Looking-for-span-class-highlight-agentic-span-span-class-highlight-span-developer_~022042320878038603049/,United States (Houston)
127,AI Agent Developer for Retell,"Seeking a skilled freelancer to develop AI agents on the Retell platform. Will design, build, and test AI agents to meet specific project requirements.",Not listed,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Developer-for-Retell_~022043730255420606350/,United States
128,Fractional CTO — AI Agent Orchestration Platform for SMBs,AEON is an AI Workforce Agency deploying autonomous AI agents for SMBs. Looking for a fractional CTO to pressure-test architecture and accelerate the build of a multi-agent orchestration platform with 11 specialized agents for a pilot 35-location optics retailer.,$50.00 - $125.00/hr,,https://www.upwork.com/jobs/Fractional-CTO-span-class-highlight-span-span-class-highlight-Agent-span-Orchestration-Platform-for-SMBs_~022041354973786273908/,El Salvador (San Salvador)
129,Retell AI Calling Agent Usage & Projection,"Need the agent to be able to make consistent calls, increase minutes to 4000 per week, enable quick invoice payment, and maximize agent uptime.",Not listed,,https://www.upwork.com/jobs/Retell-span-class-highlight-span-Calling-span-class-highlight-Agent-span-Usage-amp-Projection_~022049131161803372697/,USA (Waltham)
130,AI Agent (Auto Part Alternatives Finder),"Building a web/mobile app for the auto parts industry. A browser-based AI agent that takes VIN + OEM part number and returns top 10 alternative parts with prices, product images, direct purchase links, fitment evidence, and confidence scores across multiple websites.","$25,000.00 Fixed-price",,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span_~022048124063292405913/,United States (Los Angeles)
131,Development of AI Agent for Competency Assessment and Quiz Generation,Seeking a skilled AI developer to create an AI agent that can process a Process Work Instruction (PWI) and generate a comprehensive competency assessment form along with an associated quiz. Ideally using Microsoft Copilot.,$5.00 - $12.00/hr,,https://www.upwork.com/jobs/Development-span-class-highlight-span-span-class-highlight-Agent-span-for-Competency-Assessment-and-Quiz-Generation_~022047559247182559834/,Australia
132,AI Voice Agent Developer,Seeking an experienced developer to create an AI voice agent for their company with ability to understand and respond to user queries effectively.,$100.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-span-Voice-span-class-highlight-Agent-span-Developer_~022044816958865170510/,United States (Annapolis)
133,OpenClaw AI Agent Contractor,"Looking for a hands-on contractor with deep experience in OpenClaw to design and implement production-ready AI agents that can reason, use tools, and automate real business workflows. Will work with dev lead to translate operational workflows into autonomous agents.",$30.00 - $60.00/hr,,https://www.upwork.com/jobs/OpenClaw-span-class-highlight-span-span-class-highlight-Agent-span-Contractor_~022049952666238655336/,United States (Blacksburg)
134,Ai multi-agent for automated KPI analysis and general help in Mexican companies,"Building a virtual data analyst available 24/7 via WhatsApp Business that automatically organizes client data, monitors KPIs, detects anomalies, and delivers actionable recommendations using orchestrated AI agents with optional IoT/smart camera integration.",Not listed,,https://www.upwork.com/jobs/span-class-highlight-span-multi-span-class-highlight-agent-span-for-automated-KPI-analysis-and-general-help-Mexican-companies_~022048872625338382087/,United States (Surprise)
135,Prompt Engineer / Agentic AI Workflow Designer,"Looking for a Prompt Engineer with deep experience in agentic AI systems to design multi-step workflows including RAG, tool usage, decision-making, and agentic flows using LLMs, APIs, and data systems. Hiring 2 freelancers.",$18.00 - $25.00/hr,Describe your recent experience with similar projects,https://www.upwork.com/jobs/Prompt-Engineer-span-class-highlight-Agentic-span-span-class-highlight-span-Workflow-Designer_~022042612729444662016/,United States (Irving)
136,AI Automation Expert for Agency,"Need an experienced AI engineer/automation specialist to design and build a custom multi-agent system using Claude, Manus, and other tools. Includes a master orchestrator agent for recurring and ad-hoc tasks, a network of specialized sub-agents, and inter-agent communication.",$20.00 - $50.00/hr,,https://www.upwork.com/jobs/span-class-highlight-span-Automation-Expert-for-Agency_~022052651520590777953/,Germany (Berlin)
137,Internal AI App Developer with Notion AI Agent Experience,"Hiring a hands-on developer (US only) to build internal AI workflows, lightweight apps, and Notion-based AI agents for day-to-day team use. Must be expert with Notion AI and Claude (Co-work/Artifacts/long-context workflows).",Not listed,,https://www.upwork.com/jobs/Internal-span-class-highlight-span-App-Developer-with-Notion-span-class-highlight-span-span-class-highlight-Agent-span-Experience_~022046519007946940373/,United States (Mustang)
138,AI Voice Agent Development and Integration,"Seeking a skilled developer to create and integrate an AI voice agent capable of handling inbound calls, syncing with existing calendars, and efficiently booking appointments.",$85.00 Fixed-price,How long would it take you to develop a simple inbound call handling agent that books appointments into pre existing calendars?,https://www.upwork.com/jobs/span-class-highlight-span-Voice-span-class-highlight-Agent-span-Development-and-Integration_~022048822945334274712/,United Kingdom
139,AI Voice Agent Developer for Innovative AI Agency,"Fast growing AI agency building advanced AI voice agents using ElevenLabs, Telnyx, n8n, and GoHighLevel. Looking for a strong developer experienced with AI voice agents who can think ahead and lead technically. Long-term commitment expected.",Not listed,Start your proposal with: 'I am sharp and motivated'; What is something you are very good at? And what is something you are not good at yet?; Describe your recent experience with similar projects; Please list any certifications related to this project; How do you deal with outliers or missing values in a dataset?,https://www.upwork.com/jobs/span-class-highlight-span-Voice-span-class-highlight-Agent-span-Developer-for-Innovative-span-class-highlight-span-Agency_~022051337381336271119/,Netherlands (Groningen)
140,AI Engineer for AI Agent Development,"Looking for an AI Engineer to build a production-ready AI agent for customer interaction and business automation including chat (FAQs, booking, lead handling), third-party platform integration, and API/CRM/backend connections.",$15.00/hr,,https://www.upwork.com/jobs/span-class-highlight-span-Engineer-for-span-class-highlight-span-span-class-highlight-Agent-span-Development_~022044846807654479570/,Pakistan (Mianwali)
141,Agentic AI set up,"Growing property maintenance company in Australia using ServiceM8 needs an internal AI assistant ecosystem connected to ServiceM8 for quoting, scoping, internal knowledge access, and operational support. Includes team assistant, private director assistant, and ServiceM8 integration.",Not listed,,https://www.upwork.com/jobs/span-class-highlight-Agentic-span-span-class-highlight-span-set_~022048416545805377493/,United States (Austin)
142,Project: create 5 AI Automation agent - expert,"Looking for an AI automation expert to build 5 internal AI assistants: Accounting agent (Bexio), Customer service agent (email), Social media agent (reply to comments + cross-posting), SEO & GEO agent (content creation + optimization + reporting). Based in Switzerland.",Not listed,,https://www.upwork.com/jobs/Project-create-span-class-highlight-span-Automation-span-class-highlight-agent-span-expert_~022050567959017211079/,CHE (Zürich)
143,AI Agent Development for Business Marketing,"Seeking a skilled developer to create AI agents designed to enhance marketing efforts. Systems will analyze customer data, generate marketing content, and improve engagement.",$15.00 - $38.00/hr,Describe your recent experience with similar projects; Please list any certifications related to this project,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Development-for-Business-Marketing_~022037707192205044246/,United States (Arlington)
144,AI Engineer to Build AI Agents & Automations for Businesses,"Looking for a technical AI partner to collaborate on building and delivering AI-driven solutions for businesses. Role focuses on designing, building, and implementing AI agents and automation systems for sales, customer support, and internal operations.",Not listed,Have you built and deployed any AI tools or systems that are used by clients on an ongoing basis and billed monthly? Please share a short example.,https://www.upwork.com/jobs/span-class-highlight-span-Engineer-Build-span-class-highlight-span-span-class-highlight-Agents-span-amp-Automations-for-Businesses_~022047742570018241114/,Finland (Pirkkala)
145,"AI Voice Agent for Customer Service using Retell AI, n8n","Growing company seeking to build a voice-based AI receptionist that can answer incoming calls automatically, understand customer requests, check available time slots, book appointments directly, and send booking confirmations.",$50.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-span-Voice-span-class-highlight-Agent-span-for-Customer-Service-using-Retell-span-class-highlight-span-n8n_~022052094326015955598/,United Kingdom
146,AI agent optimization,"Working on an AI agent that makes calls to check dispatcher/customer support performance. Needs help with: reducing 10-second delay before agent replies, reducing 4-6 second delay for background sound effects, and making ElevenLabs voices sound less robotic.",$100.00 Fixed-price,,https://www.upwork.com/jobs/agent-optimization_~022039862223646539448/,Jordan (Amman)
147,AI Agents & Workflows Specialist,"Need an AI agent assistant to help with automation and workflow, just the basic setup not something complex.",$25.00 - $65.00/hr,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agents-span-amp-Workflows-Specialist_~022045808902520846034/,Nigeria (Ado Ekiti)
148,AI Engineer Needed for Agent Development and Long-term Memory Service,"Seeking an experienced AI engineer to build an AI agent and develop a Retrieval-Augmented Generation (RAG) for enhanced long-term memory utilizing the Agent Development Kit (ADK). Requires cloud infrastructure, AI frameworks, embeddings, and vector data stores.","$10,000.00 Fixed-price",Provide your github repo with access to public examples of your work that we can review; Describe your recent experience with similar projects; Please list any certifications related to this project,https://www.upwork.com/jobs/span-class-highlight-span-Engineer-Needed-for-span-class-highlight-Agent-span-Development-and-Long-term-Memory-Service_~022050083399361618899/,United States
149,AI Agent Engineer (DTC Marketing),"Multi 7-figure/month DTC brand seeking an AI Marketing Systems Engineer to build and deploy AI-powered agents for creative strategy analysis, market/competitor intelligence, AI-powered creative production, creative analysis & feedback systems, and internal AI infrastructure.",$20.00 - $300.00/hr,"Walk me step-by-step through an AI agent system you've personally built; AI outputs are often generic. How do you ensure high-quality, non-generic outputs at scale?",https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Engineer-DTC-Marketing_~022044217331529135294/,United States (Tampa)
150,Agentic Engineer for Autonomous Surveillance System Development,"MaveriX is a platform for building autonomous surveillance agents for industrial operations. Looking for a senior engineer for an 8-week full-time contract to enhance the agentic AI system with multi-tenant SaaS management, agentic flows, compliance layers, smart memory handling, and infrastructure build.",$70.00 - $90.00/hr,,https://www.upwork.com/jobs/span-class-highlight-Agentic-span-Engineer-for-Autonomous-Surveillance-System-Development_~022046492806465396693/,United Arab Emirates (Dubai)
151,AI Agent Engineer (DTC Marketing),"We're a multi 7-figure/month DTC brand scaling aggressively, and we're looking for an AI Marketing Systems Engineer to build and deploy AI-powered agents that directly improve our marketing systems. This is not a basic AI role. You will design and implement AI-driven agents/workflows that enhance creative strategy, market research, and ad production at scale.",Hourly: $20.00 - $300.00,"Walk me step-by-step through an AI agent system you've personally built | AI outputs are often generic. How do you ensure high-quality, non-generic outputs at scale?",https://www.upwork.com/jobs/~022044217331529135294,United States
152,Agentic Engineer for Autonomous Surveillance System Development,"Full time, 8 week contract, May 1 start, remote. MaveriX is a platform for building autonomous surveillance agents for industrial operations. Domain experts upload their methodology, the system extracts the workflow logic, and an agent deploys. No developers in the loop. By the end of June we need agents deployed against real client data at two industrial operators.",Hourly: $70.00 - $90.00,,https://www.upwork.com/jobs/~022046492806465396693,United Arab Emirates
153,Manufacturing AI Agent Automation Platform,"We are seeking a developer to create a multi-agent AI system for manufacturing operations and production optimization. The platform should include AI agents for: Inventory monitoring, Production scheduling, Machine maintenance prediction, Quality inspection, Supply chain coordination, Factory analytics reporting.",Hourly: $20.00 - $40.00,,https://www.upwork.com/jobs/~022052695273924972491,India
154,Senior AI Engineer – Atlas AI Credit Brain (Agentic Underwriting Engine),"Atlas is building an AI-native credit and financial OS for cross-border mid-market businesses. We're hiring a senior AI engineer to own the Atlas AI Credit Brain – a four-layer, multi-agent underwriting engine. This is the core underwriting intelligence of a credit institution, purpose-built to make credit decisions on cross-border mid-market businesses.",Hourly: $80.00 - $120.00,,https://www.upwork.com/jobs/~022048523316635857516,United States
155,Build Eleven Labs AI Voice Agent,"I have been building a voice-first app that uses an Elevenlabs Agent to power the voice of a phone call placed via Twilio. I've built the app and the connection to Twilio / Eleven, but I'm having issues with the voice and conversation itself. I'm looking for someone to help me solve a few specific problems and be a coach/consultant for me as I get better at ElevenLabs.",Hourly: $30.00 - $60.00,,https://www.upwork.com/jobs/~022051722638497622450,USA
156,AI Chatbot Agent for SendPulse,"We are seeking an AI Chatbot Agent to enhance our customer service operations using SendPulse. The role involves analyzing chat interactions, creating effective prompts, and ensuring seamless communication with clients. The ideal candidate will have experience in customer service and online chat support. This is a part-time role with a long-term engagement.",Hourly: $19.00 - $40.00,,https://www.upwork.com/jobs/~022053264575855798706,Israel
157,Help with MindStudio AI agent,"I've built a custom AI in MindStudio and uploaded my data source to train the AI on. I even built the main flow, but for some reason, when I test the AI, it seems to skip the data source and return only generic internet answers. I need help finishing this project and getting my new AI live. I do not want to use RAG processing.",Not listed,,https://www.upwork.com/jobs/~022044147851111710655,USA
158,AI Voice Agent Developer For Fitness Application,"We're building an AI-powered voice fitness coach that lets users speak naturally with an AI to share their fitness goals, get personalized workout plans, nutrition advice, and real-time motivation, all through conversation. We need: A conversational voice AI fitness assistant, real-time voice-to-text and text-to-voice pipelines with low latency, LLM-based reasoning layers that generate fitness plans.","Fixed-price: $1,500.00",,https://www.upwork.com/jobs/~022052499527729581665,USA
159,AI Agent Developer,"We're looking for an experienced AI Agent Developer to co-develop autonomous 'multi-agent orchestrators' (minimum 3 agents) that support 'Community Value Chains' such as agriculture, education, compliance, finance, associations, building management, and multimedia. You'll design, build, and integrate AI agents into our products (verifiable credentials, finance, and productivity tools).",Hourly: $15.00 - $35.00,,https://www.upwork.com/jobs/~022037664074927339859,United States
160,AI Voice Agent Developer for n8n AI Integration and AI Automation with Google Calendar and CRM,"We are seeking an experienced AI Voice Agent Developer to build and integrate AI automation solutions using n8n, Google Calendar, and a CRM system for our clinic. The AI Voice Agent should answer patient calls, support appointment booking for our two doctors, update the CRM, sync appointments with Google Calendar, and automatically trigger reminders or schedule changes when needed.",Fixed-price: $100.00,,https://www.upwork.com/jobs/~022046199484796002382,Egypt
161,Ai calling agent,AI calling agent for sales purposes. Should be built on Retell.,Not listed (Hourly),,https://www.upwork.com/jobs/~022052402888939572833,United Arab Emirates
162,AI Agent Building Tutor,"Seeking a human agent to teach me how to build an AI agent. The ideal candidate will have experience in AI development and a strong ability to teach and communicate complex concepts effectively. Responsibilities include guiding me through the process of creating an AI agent, providing insights into AI technologies, and helping me understand the practical applications of AI.",Not listed (Hourly),,https://www.upwork.com/jobs/~022052356356436260972,United States
163,RAG Agent projects engagement,"To support our incoming and future AI RAG projects we would like to discuss about a potential engagement. We already have some skills but we would like to get some additional expertise from someone that can revise our toolset, architecture and delivered AI agent to our client. We are looking for someone expert in document RAG on clients premises (dedicated HW, no Cloud services).",Not listed (Hourly),,https://www.upwork.com/jobs/~022046931390017107719,Switzerland
164,Expert Engineer for AI Agent Development,"We are seeking an expert engineer to develop an AI agent and multi-AI agent. The ideal candidate will have a strong background in AI and related technologies, with the ability to design and implement complex AI systems. The role involves collaborating with our team to ensure the AI agents meet our project requirements and are integrated effectively into our existing systems.",Not listed (Hourly),,https://www.upwork.com/jobs/~022047299305978017945,Jordan
165,AI Prompt Engineer,"We're building the first fully autonomous CRM for insurance agents. Not a basic chatbot. Actual execution — AI that talks, thinks, responds, and handles real workflows inside the CRM. We're looking for someone who can train, refine, and improve our AI responses across the platform. This role is hands-on. You'll be working directly inside the product improving how the AI communicates with real users.",Not listed (Hourly),,https://www.upwork.com/jobs/~022036873269272790246,United States
166,AI Agent Engineer and LLM Solutions Architect,"Looking for an expert AI Engineer to build a specialized, local-first AI Agentic Workflow that can audit 10 years of Canadian personal income tax filings (T1, T4, etc.). The goal is to identify missed optimization opportunities, carry-forward discrepancies, and potential retroactive adjustments (T1-ADJ). The system must process complex PDF tables accurately and maintain 'state' across a 10-year timeline.","Not listed (Hourly, Featured)","How would you ensure that 'Line 10100' from a 2015 tax return is correctly mapped to the same concept in a 2024 return, given layout changes? | What is your strategy for ensuring the AI doesn't hallucinate tax math? | How long do you think this will take and what should be the budget for this project? | How will you use AI/ Vibe Coding to make this project cheaper and complete it faster? | How will you create an AI that understands the Tax Act from each year?",https://www.upwork.com/jobs/~022030288648671867844,Canada
167,AI Developer Needed for Building Intelligent Agents and Co-Pilots,"We are seeking a skilled AI developer to create intelligent agents and AI co-pilots to integrate into our platform. The ideal candidate will have experience in developing AI solutions that enhance user interaction and streamline processes. You will collaborate closely with our team to design, implement, and optimize AI functionalities.",Fixed-price: $500.00,,https://www.upwork.com/jobs/~022044345877550650876,Italy
168,AI Agent specialists,"We are looking for an experienced AI Agent Specialist to help us design, configure, and deploy a reliable multi-agent environment for our business. We have already spent significant time trying to get our current setup working and have reached the point where we want a true expert to step in, assess the situation properly, and implement a stable, scalable solution.",Hourly: $10.00 - $15.00,,https://www.upwork.com/jobs/~022046462644003500652,Australia
169,AI Agent Developer,"We are building an AI-native orchestration layer designed to automate complex, multi-channel customer outreach. We aren't just building a chatbot; we are building an autonomous system that manages leads, executes phone calls, sends SMS/emails, and syncs data in real-time. We need an engineer who can architect the 'brain' (LLM logic) and the 'body' (API infrastructure) of this system.",Hourly: $19.00 - $40.00,,https://www.upwork.com/jobs/~022047027088411720282,United States
